GES,QO-ES,QDO-ES,Size-QDO-ES,Infer-QDO-ES
0.8402976827957179,0.8704828275796954,0.9110271310383578,0.9493638018582441,0.9835679496357059
0.876499086367733,0.9124570240828241,0.9280843378331639,0.9675544990768838,0.9891008507019923
0.8030043914967517,0.9083795478208412,0.9478192842139965,0.9547063397372064,0.9840730498833169
0.4002356363037308,0.8850171089172824,0.8697203683998976,0.9368767238411586,0.975493564969228
0.8820663597456934,0.9025690982039407,0.9679339188401954,0.9656278621499561,0.9877823020512218
0.8415935508227557,0.9077457425748717,0.920199290527951,0.9549960558414863,0.982027323351834
0.995161508569349,0.9524788811897549,0.9586162178112472,0.9845799279740731,0.9889491772667375
0.8985923548289968,0.9233892875392182,0.9502612694897872,0.9800911301030222,0.986610668265903
0.7804761761608143,0.8229368662375366,0.9067994900469692,0.9735597227064066,0.9911162547938112
0.9397555659688311,0.8674369605233396,0.9202390390409227,0.9822884349567008,0.9921065719831368
0.9688245109043703,0.8987474169918672,0.9352064257098796,0.9678654516390054,0.9709748885597339
0.8617808846510606,0.8506033839325994,0.9486254426131697,0.9657454845801823,0.99775941703544
0.8747307770917621,0.8837826455110284,0.9651911678566242,0.9413630339203648,0.9988399933605046
0.8592892800385077,0.8356710168225778,0.9220134071509782,0.9472422948134538,0.992679491918879
0.9475180278576547,0.8615945689446765,0.9619157576803327,0.9680053293296428,0.9885550278200089
0.8866681421461241,0.8960991163932436,0.884855059061711,0.917985228119969,0.9847496352727253
1.0,0.9995946428063673,0.9999361232314431,0.9983263716327286,0.9998772359901889
1.0,1.0,0.9671007194903565,0.9650216312724599,0.993726858114977
0.8162318168187903,0.9204016370344688,0.8975304884379979,0.9424405979024193,0.9786417706871375
0.8428410715471644,0.8952782059131073,0.9002744492444249,0.9397199494699597,0.9803989066356069
0.8327806550501684,0.8958953540332502,0.9508817733319793,0.9629879016238483,0.988792230546981
0.8493015282651042,0.9117446652645691,0.8674824198465696,0.9425160996033333,0.9895811343987777
0.8249558692085488,0.9683045548268104,0.9398520614574025,0.9744942823351103,0.9888878521787887
0.8700429240083614,0.8721878085735619,0.9421686947344734,0.9543238441431153,0.991793447719893
0.879556044579183,0.9010723304983863,0.9148258880899947,0.9692548762917802,0.9907762057568885
0.6285614951151011,0.9381769379246665,0.9335355085472136,0.9508331754079166,0.9817476372856453
1.0,1.0,0.9997704168707365,1.0,1.0
0.7643497745197763,0.8521907815835597,0.9039362035847305,0.9615830119877012,0.9888726069650481
0.8920098801983535,0.950406554745854,0.9666214042389221,0.9723108976753189,0.9827233715199742
0.9811608763395941,0.9136935059930176,0.9510270058916077,0.9554202402639561,0.973307794503568
0.8688612035631778,0.8988664613315752,0.890290049621637,0.9652406353784914,0.9670703041683602
1.0,0.9998940778576557,0.9998143840595863,0.9989782682602761,0.9996630127767862
0.8967232114717927,0.9108632053407664,0.9238925757920462,0.9623080872100083,0.976748959984803
0.9943432754411548,0.8575679257315164,0.9894368872442376,0.9868492317590075,0.9987005984706523
0.8480027403057268,0.8410236485816507,0.9422161219125746,0.9474785838087717,0.9928030962825766
0.7983535470696832,0.9533675605756263,0.9354924054002712,0.9323454675590928,0.9944192765836626
0.979297245568333,0.8419029800590392,0.9510656724557766,0.9766199521650881,0.9777887472946013
0.9031331045308153,0.8803188999198213,0.9543438955578477,0.9791740025847149,0.9611425458535091
0.8405946370404156,0.8627151319623586,0.9194748519457651,0.9727892404946143,0.9807620570476276
0.9383657371126277,0.8981250424144008,0.9718280849145791,0.979744229740265,0.9984179784751273
0.9817133985248845,0.8679432536702005,0.9618470679155973,0.9712387525972922,0.9911751374854111
0.825897996713828,0.9018754658107001,0.952922957413666,0.9507927365111144,0.9747214199936458
0.8739878557454478,0.8894109128159402,0.9203640751922324,0.9411248636343486,0.9550577737327794
